58	B	There are many Sparrows in the lake. [SEP] Sparrows can t swim in lakes .	Sparrows like to eat insects	Sparrows can't swim	Sparrows can fly in the sky
59	A	She opened her Christmas pillow. [SEP] A pillow is not a opening object .	Pillows are not opened.	Pillows do not like to be opened.	Pillows are much to big to be opened.
61	B	Carrots are a great source of weaponry [SEP] Carrots are not weapons .	Carrots are a root vegetable and weaponry is shiny	A carrot can be sliced up quite easily	Carrots can be babies or matchsticks and weaponry is heavy
62	B	He put his feet on the table and his mother praised him [SEP] People should not put their feet on tables .	He was praised for helping to remove the table on someone's foot	Putting feet on the table is uncivilized and should not be praised for	The table is three feet high and the food cook by his mother was put on it
63	C	We can listen to music with mouse. [SEP] A mouse is used for clicking not listening .	The mouse has two keys.	There's a line in the mouse.	Mouse can't be used to listen to music without a receiver.
64	B	Usually people sleep in kitchen [SEP] Kitchens are used for cooking .	people have access to food from kitchen	usually kitchen is used to cooking food	all houses are built with kitchen
65	C	He flew out different things in his notebook. [SEP] You can t fly a notebook .	He ate words in his notebook.	His notebook grew some information.	You cannot fly out things in a notebook.
66	A	a dirty dish is for washing and throwing away to clear the house [SEP] people wash dirty dishes they throw them away	people do not wash garbage before throwing them away	a dirty dish is garbage so it needs washing before thrown away	people always wash dishes as they clean a house
67	A	my elephant is driving a car [SEP] Elephants cannot drive .	an elephant is much bigger than a car	elephant are usually gray while cars are usually white	an elephant cannnot eat a car
68	A	She roasted a dinosaur for dinner. [SEP] Dinosaurs are extinct .	Dinosaurs no longer exist.	Dinosaurs are scary.	Dinosaurs have tough skin.
69	B	English characters have partial radicals [SEP] English characters are not radicals	English is widely used in the world.	English consists of 26 letters.	English is a language
70	C	Evolution is a stable in the gene pool of a population over time [SEP] Evolution is a change in the gene pool over time .	Most animals have experienced evolution	Evolution is the process of nature making choices	Evolution is a change in the right direction
72	B	Hospitals are dangerous [SEP] Hospitals are not dangerous .	Hospitals are too expensive	"Hospitals are safe because of the doctors, and expertise they specialize in. Therefore, they are not dangerous"	"Hospitals don't provide security, and safety for individual patients"
73	B	People go to the park to buy vegetables. [SEP] Vegetables are sold in the market .	People can do exercises in the park.	The park is not a place to sell vegetables.	"To buy vegetables, you need to pay."
74	B	The apple floated from the tree. [SEP] Apples don t float .	The apple is purple and the tree is orange.	Gravity will make the apple fall from the tree.	The apple cannot make the tree fall.
75	C	All Koreans like pickles. [SEP] Not everyone likes pickles .	"Generally, Korean people are polite and friendly."	Korea people make pickles at home.	There may be some Koreans who don't like pickles.
76	B	After I washed my hands I wet my dry hands with a clean towel. [SEP] You can t wet your hands with a clean towel .	Clean towels and dirty towels will both still dry wet hands.	After washing your hands they are wet not dry and towels are used to typically remove moisture.	Dry hands never need to have moisture removed by a towel.
77	C	the monkey teach math [SEP] Monkeys can t teach math	monkeys are look like human	monkeys are one the best animal	monkey is not have a knowledge in math
78	C	You should put your dirty clothes in the fireplace. [SEP] Dirty clothes would get in the fireplace .	The fireplace will turn the clothes red.	Clothes don't fit in a fireplace.	"Dirty clothes usually need to be cleaned, not burned."
79	C	he was late for work and his boss got happy [SEP] his boss would be unhappy when his subordinate was late for work	"the boss himself was late, too"	the boss had asked his worker to be late the next day	a boss hopes that his employees can toe the company line
81	C	There's never a spark when you take your sweater off in winter [SEP] Sparks can occur when we take off sweaters in winter .	Sometimes we can see the sparks in the dark	Sweaters can keep you warm in winter	"In dry winter, friction between synthetic fabrics can spark static electricity"
82	C	Pesticides kill plants [SEP] Pesticides can be used to kill plants .	Pests can kill plants.	Pesticides kill pests living on plants	Pesticides are chemicals specially designed to kill pests.
83	A	Adding some lemon juice to oyster makes the taste sweet and refreshing [SEP] Lemon juice is sour and sour is sweet .	"Lemon juice is sour, not sweet"	Lemon juice can be used to cure diseases	Lemon juice is yellow from its appearance
84	B	Stone is a human organ [SEP] Stone is a non living thing .	Stone has many brands.	human body does not contain organs.	Stone contains natural elements.
85	A	We played our last football tournament at Telsi Indoor Restaurant. [SEP] Football is played in indoors .	An Indoor Restaurants does not have a football field to host a tournament.	The seating capacity of a standard stadium is far much greater that the seating capacity of any standard restaurant.	A restaurant is meant to feed the people while a stadium is meant to entertain the people.
86	C	The doctor checked the temperature with stethoscope [SEP] A stethoscope is used to check the heartbeat	Stethoscope is too costlier than thermometer	Stethoscope is hard to use	Stethoscope is used to listen to heartbeat
87	A	A landscape is a painting or a photograph which focuses on the face of a person [SEP] A landscape focuses on a specific area of the landscape .	landscapes portray land rather than individual people	Any landscape can be captured in a painting or a photograph	painting the face of a person requires some skill
88	A	The real Chinese food is dumpings. [SEP] Dumpings are not food .	dumpings don't belong to Chinese food.	we shouldn't dump Chinese food.	Chinese dumplings are not dumpings.
89	B	Little Tommy was scared to laughter by the horrible movie [SEP] People don t laugh at movies .	Many people are too scared to watch horrible movies	"When people are scared, they will cry but not laugh"	"When watching movies in the cinema, people should not laugh loudly"
90	A	she drives her boat in the highway [SEP] Boats are not vehicles	"boats only work in water , i.e. in a river"	you can drive a boat in a river	there are different types of boats
91	A	Lumberjack cuts trees with tofu [SEP] tofu is a food	Tree is harder than tofu	Tree is larger than tofu	Tofu can be eaten but the tree can not be
92	A	The racer drives extremely fast in the room [SEP] A room is not a place to drive	The room is not suitable for driving	The room usually have light in it	The room have multiple functionalities
93	B	apples can be black [SEP] There is no black apple	apples are healthy	an apple never turns black	apples are delicious
94	B	The tailor makes clothes with a TV set. [SEP] TV sets are used for watching TV and not for making clothes .	Tailors maybe don't like watching TV.	A TV set can't be used to make clothes.	A TV set is more expensive than clothes.
95	B	The sailboat flew high into the sky. [SEP] Sailboats do not fly .	The sailboat wasn't cleared for takeoff.	"Sailboats are found in the water, not the sky."	The sailboat had damaged sails.
97	A	Water is a drink with brown colour [SEP] Water is clear and not brown .	"Water has got no color, it is transparent"	Water can be drunk without being brown	Water is a type of drink which is not brown
98	B	Bob cut the steel plate with a knife. [SEP] Steel plate is very hard	Steel sheets can be constructed	Steel plate is harder than knife	Steel plate can melt
99	A	She smelled the moon. [SEP] The moon is in the sky .	The moon is too far away across space to smell.	Smells can be good and the moon is solid.	We smell with our nose and the moon is big.
100	B	The teacher taught the rabbit to talk [SEP] Rabbits can t talk .	Rabbit can run fast	Rabbit can't talk	Rabbit has many colors
101	B	Mount Everest is lower than Mount Fuji [SEP] Mount Everest is the highest mountain in the world	Mount Everest and Mount Fuji are not in the same place	Mount Everest is the highest mountain in the world	Mount Everest is not as high as Mount Fuji
102	A	The earth is mostly covered in land. [SEP] The earth is covered in water .	There is more water on earth than land.	Land can not spread out as much space as water can.	Although there is land at the bottom of the ocean's water areas where water is the higher than land it is still not considered land.
103	A	Edun didn't want to go on a bike. [SEP] Edun would not go on a bike .	people ride a bike.	Edun didn't have a bike.	Edun can't ride a bike.
104	B	I eat video games everyday. [SEP] Video games are not edible .	Video games aren't food shaped.	I can't eat a disc.	My teeth aren't strong enough to eat a game.
105	A	put your liver in your schoolbag [SEP] Your liver is in the body	people cannot remove their liver from their body to schoolbag	liver is smaller than schoolbag	liver is more expensive than schoolbag
106	C	Staying up all night is good for your health [SEP] Staying up all night can cause psychosis .	Some people stay up all night and do something not quite good	Sleeping face down is not a healthy position	The human body needs sleep to relieve fatigue
107	A	A singer tends to get popular because his songs are bad [SEP] People like songs that are good	Bad music is hard to please listerners	Listeners may be bad in music themselves	A singer does not want listeners for his bad songs
108	C	cookies love people [SEP] cookies are not emotions	"cookies are usually choccolate, people no"	cookies cannot eat a man	cookies aren't alive
109	C	he took bath with a toothpaste [SEP] Toothpaste is used to clean teeth .	toothpaste is mostly white while body is not pure white	toothpaste is too small to cover the body	toothpaste is for teeth and no one takes bath with it
110	B	Lisa taught John how to breath [SEP] Breathing is a natural response to breathing	John will not learn how to breath	Everyone knows how to breath	Lisa have no patience to teach anyone
111	B	"If some food tastes too spicy for Daisy, she drinks hot water [SEP] Hot water will make Daisy more spicy ."	Daisy does not like drinking hot water in summer	Hot water only makes people feel more spicy	Spicy food does not taste good with hot water
112	A	He put the car in the kitcken sink. [SEP] A car is too big to fit in a kitcken sink .	A car can not fit in a kitcken sink.	Sinks and cars are made out of metal.	Dishes can fit into a car.
113	A	today's hard work can change the history [SEP] The past is not something that can be changed .	what has happened can hardly be changed	history can be only seen by hard work	history will record one's hard work
114	A	There are human beings living on the sun [SEP] The sun is too hot for human beings to live .	The sun is too hot for human habitation	The sun is in the universe	The sun has been around for a long time
115	C	being nervous is the opposite of being dead [SEP] Being nervous is the opposite of being dead .	many people are very afraid of death	very few people died of nervousness	there is no opposition between nervousness and death
116	B	Winter follows summer. [SEP] Winter follows autumn .	Summer follows winter.	Winter follows autumn.	Autumn follows winter.
118	B	She took her toaster on a walk. [SEP] A toaster cannot walk .	A toaster is meant to heat up bread and other foods.	"A toaster cannot walk, but a pet, specifically a dog, can."	A dog is a pet that takes much care to maintain.
119	C	Jeff gave his girlfriend a lose. [SEP] Jeff is not a give or receive person .	his girlfriend doesn't like roses.	Jeff can't lose his girlfriend.	lose isn't a good present for people.
120	B	Girls tie their hair with wires. [SEP] Wires are not used to tie hair .	"Wires are electrified, and hair is an insulator."	Wires have no elasticity and friction and cannot be used to tie hair.	Girls dare not touch the wires.
121	A	The dog is eating the grass. [SEP] Dogs do not eat grass .	Dogs don't eat grass.	The dog can run on grass.	The grass is green but the dog is not.
122	C	The girl hit home and it ran [SEP] A home cannot run .	You can not hit a home since home is where your hear is	Its not good to hit things even a house	A house can not run
124	A	Tom ate sand for the breakfast. [SEP] Sand is not edible .	no one can eat sand.	sand cannot be held in one hand.	sand can dissolve into water.
125	B	Mobile phones don't bring convenience to life [SEP] Mobile phones can make you more comfortable in life .	Some people don't use a mobile phone in their life.	Mobile phones can be used in many ways and help a lot in your daily life.	It's convenient to bring your phone in your pocket.
126	B	papers are made of iron [SEP] Iron is too hard to be used to make papers .	iron is hard and heavy	no paper is made of iron	we usually write on paper
127	C	The doctor gave vaccine through stethoscope [SEP] A stethoscope is used to listen to heartbeat	Stethoscope is too costly	Stethoscope is sold by different brand	Stethoscope is an instrument to measure heartbeat
128	C	The flower is a planet [SEP] Flowers are in the sky .	Flowers are not elliptical	Flowers are not in the sky	Flowers are not celestial moving bodies
129	A	He wears a baboon to cook. [SEP] baboons are not clothing	No one wears baboons as clothes.	baboons have eyes whereas cooking takes time.	Baboons are not egg timers.
130	A	we can have a shower in the kitchen [SEP] There is no shower in the kitchen .	shower will be done only in the bath room	bathroom used to take shower and bath	kitchen is used to eat and washing vessel
131	C	If you want to play tennis then you should weat skates. [SEP] Skates are not used to play tennis .	Skates are more expensive than tennis shoes.	Tennis shoes are more comfortable than skates.	Skates are not suitable for playing tennis.
133	A	Clouds revolve around the sky. [SEP] Clouds don t revolve .	Nothing can revolve around the formless sky.	Cloud are gray or white.	The sky is smaller than clouds.
134	C	She can see a ship in the pond [SEP] A pond is too small for a ship to be in .	ship is always floating in water	ship is used to transport goods	usually a pond can not accommodate a ship
135	A	Different styles of dressing will give people the same feeling. [SEP] Styles of dressing can give people different emotions .	Different styles of the dress look different.	the same people have different styles of dressing and feelings at different time	It is very important to have your own unique style of dressing and feeling to the world
136	B	someone allergic to milk is likely to react to wine [SEP] wine is not a milk derivative	i drink milk in the morning and wine at night	wine does not have milk in it	milk mixed with wine tastes awful
137	B	She makes a call by the stove. [SEP] A stove is used for cooking not for making calls .	The stove is hot and the phone is cold.	The stove is for cooking.	The stove rings and does not vibrate.
138	C	he put shark in a ranch [SEP] Ranch is a place where sharks live .	sharks are usually aquamarine while cattle are white	shark cannot eat ranch	shark cannot survive in a ranch
139	A	The street lamp comes on when it is bright [SEP] The street lamp comes on when it is dark .	There is no need for street lamps when it is bright	Every city has street lamps on its roads	Street lights in many cities are automatically switched on and off
140	C	The temperature of healthy people remains around 57 degree [SEP] 57 degree is the highest temperature in the world	People should measure their bodies' temperature and keep healthy	He fell asleep under such a comfortable temperature	The human body can't stand the high temperature of 57 degrees
141	B	Children drink wine with pizza [SEP] Children do not drink wine with pizza .	Wine is too expensive for children	Wine is not suitable for children	Wine can be drank only by adults
142	B	He put clothes in the dishwasher [SEP] Dishwashers are used for washing clothes not for washing them .	Dishwashers go in kitchens	"Clothes can only get clean in a washing machine, while dishes must be washed in a dishwasher"	Washing machines are bigger than dishwashers
143	C	The man put a block in the microwave. [SEP] A block is too big to be put in a microwave .	Blocks may be larger than microwaves.	A microwave can cook a block.	A block does not need to be cooked.
144	A	Mom has a beard [SEP] Women do not grow beards .	Women don't grow beards	Daddy has a beard	My father's beard is black
145	C	A thing you might want to do before traveling to another country is to download a movie [SEP] A movie is not a necessary thing to travel to	Downloading a movie needs good wifi signal	Downloading a movie before traveling is a waste of time	A movie might not help a traveler in a new place
146	B	The girl's favorite snack was a frisbee. [SEP] frisbees are not edible	"The frisbee was pink, not yellow."	A frisbee is a toy.	Frisbees are round.
147	B	people will repeat the same mistake [SEP] People will learn from their mistakes and learn from their mistakes	mistakes are inevitable	people will learn from the mistakes	people hate making mistakes
148	A	Mosquito nets can keep out the sun. [SEP] Mosquito nets are made to protect the skin from the sun .	Mosquito nets are transparent and do not shield from sunlight.	Mosquito nets and curtains are different materials.	Mosquito nets are light and curtains are heavy.
149	B	The bear in the sky are beautiful [SEP] Bears are animals and cannot fly .	The bear is very strong	The bear has no wings	The bears like to eat honey
150	C	My brother likes flying [SEP] Humans cannot fly .	Swimming is good for health	Swimming needs practice	Man cannot fly
151	C	A car is slower than a bike [SEP] A car is faster than a bike .	bike is more eco-friendly	car is more expensive than bike	A car has a powerful engine that can generate a lot of power
152	A	Hannah was late to school because she missed the helicopter [SEP] Helicopters don t fly .	Students don't use helicopters to get to school.	Buses are yellow and helicopters fly in the sky.	Buses are long and helicopters are short.
153	B	moisturizers are good for the eyes [SEP] moisturizers can cause blindness	moisturizers help makeup	moisturizers irritate the eyes	moisturizers are rich
154	A	I like to use my shoes to talk to my friends in the distance. [SEP] Shoes don t have any hands to talk .	"Shoes don't have a call function, but phones have"	Mobile phone is a great invention to call friends in the distance	We should wear strong shoes when we go on a long expedition with friends
156	A	A dog can read books. [SEP] Dogs can t read .	No dog has the ability to read.	Dogs are too impatient to read books.	Dogs want to eat the book.
158	C	"The display is damaged, thus I can't hear anything [SEP] A display is used to display things not to hear ."	Display can also be used to create sound with advanced technology	Display cannot be used to aid people's hearing	"Display is used to display things, people will see them"
159	C	A person who is studying at a university or other place is called teacher [SEP] Teachers teach students .	With good teachers you can study more good things	Not every teachers are kind	teacher is a person who teaches students
160	B	She put the dirty laundry into the dishwasher. [SEP] Dirty laundry will get wet in the dishwasher .	Dirty laundry smells more than dirty dishes.	"Dirty laundry goes in the washing machine, not the dishwasher."	Dishwashers and laundry machines both have rinse cycles.
163	A	Pamela is a man's name [SEP] Pamela is a woman s name .	Almost human named Pamela are female	Pamela is not a name	Pamela is a name used by women as well as men
164	A	Debbie buys a ficus and put it in the internet bar [SEP] The internet bar is not a place to put the ficus .	the internet bar is not a place to grow plants	the fruit of the ficus is food for birds	there are many computers in the internet bar
165	A	She walked her dog in the bathroom [SEP] Bathrooms are for bathing	Bathrooms are not spacious or natural enough to be a walking area	Dogs don't like bathrooms	The dog might eat toilet paper and get sick
167	A	I am in China. I go to Australia by train. [SEP] China is in China .	Trains cannot cross the ocean between China and Australia	The train is not as long as the length between China and Australia.	There are many trains in China and Australia.
168	B	He saw lions in the North Pole [SEP] Lions live in the Arctic and the Antarctic .	The lion's power is too big	Lions can't survive in the Arctic	Lions are group animals
170	B	I usually wear a shoe on my head [SEP] Shoes are worn on feet not on head	Cap looks good on the head	Shoe can be worn in feet only	We wear different things on the head
172	B	He smelled grilled fish in the corridor of the hospital [SEP] Grilled fish is not a smell	There are many responsible nurses in the corridor of hospital	The smell of roast fish can only be smelled in a roast fish shop	Grilled fish is so delicious and it smells so good
173	B	The student paints so well that he wants to become a musician. [SEP] Musicians are not trained in painting .	An artist makes more money than a musician.	"People always want to be artists, not musicians, when they are pleased with their painting."	"The student is good at painting, but bad at singing."
174	C	"Her birthday is on February 29th, so she has a birthday every year [SEP] There are only 29 February days in a year ."	People usually celebrate their birthdays with friends and family	There are 28 or 29 days in February	There is only one February 29th every four years
175	B	books are usually made of feathers [SEP] Feather is not a material for books .	a feather is usually lighter than a book	feathers are rarely used to make books	this book is about different feathers
176	A	The sky is made of diamonds [SEP] Diamonds are not made of water .	"The sky is made of water, oxygen, and not diamonds."	Lucy in the sky with diamonds was a song.	Diamonds cannot float.
177	A	He went snowboarding in the ocean. [SEP] Snowboarding is done in the sky not on the ocean .	One can't snowboard in the ocean.	The ocean is too big for a snowboard.	Snowboarding and swimming are both sports.
179	C	I have compassion for someone that I respect [SEP] compassion is a feeling of warmth and affection that people have for others .	people usually have compassion for displace persons	I respect for the person who has compassion	people rarely have compassion for someone that I respect
180	C	"He just bought a new bike, thus he can't wait to try out the sound quality [SEP] Bikes do not have the audio capabilities to"	"Bikes have two wheels, that's why they are also called bicycles"	Bikes can run as fast as 60 kph	"Bikes can't play any sound, thus no one try a bike's sound quality"
181	B	Children can leave familiar places with people they don't know. [SEP] Children should not leave familiar places with people they don t know .	Children can't eat anything from people they don't know.	People whose children don't know may commit crimes against children.	In familiar places children usually meet people they know.
182	C	River is flowing still while there is no water. [SEP] A river can t flow still while there is no water .	While rivers are flowing enough it is difficult to empty out the water.	"While rivers are flowing along the path, it was difficult to dig to get the water out"	"While there is no water, a river cannot flow"
183	A	Laura threw the sea at a rock. [SEP] The sea is much larger than a rock .	The sea is a very large body of water that can not be thrown by a person.	Rocks sink in water.	Rocks are not living things.
184	A	My best friend is throwing a party for his mom's funeral [SEP] A funeral is a place for people to attend .	A funeral is a place and time to grieve	Birthdays are always more cheerful than funerals	Birthdays are more fun than funerals
185	B	You would go to a swimming pool for dinner. [SEP] You can t eat at a swimming pool .	The dinner served by the swimming pool is expensive.	There are no dinner served in a swimming pool.	The dinner served by the swimming pool isn't tasty.
186	A	"When it rains, you shouldn't take an umbrella. [SEP] If it rains you should take an umbrella ."	"If you don't take an umbrella, you'll get wet and catch a cold."	Some people take an umbrella when it rains.	You can buy an umbrella when it rains.
187	A	we encourage students to further their study in prison [SEP] Students should not study in prison .	students should not be in prison	several students went to prison for stealing	students visit the prison
188	A	Fighting is a good behavior. [SEP] Fighting can cause harm to others .	Fighting can cause psychological and physical harm to others.	Fighting cannot solve problems under most conditions.	Children should be properly taught what behaviors are good.
189	B	The barber trimmed his lips with scissors [SEP] Lips are trimmed with hair trimmer .	Some men have trimmed mustaches over their lips	Lips don't need to be trimmed	Lips can kiss a trimmed bush
190	B	Drinking coffee helps children grow taller [SEP] Coffee is a drink that can t grow taller .	Some people rely on drinking coffee to stay awake in the morning	Coffee doesn't contain the nutrients that make you grow taller	Children grow taller pretty fast as their ages increase
191	A	"It's too far to get home from the supermarket, thus I choose walking on foot [SEP] Walking is not a way to get home ."	Walking is the slowest way of traffic	Walking is good for health	People need to walk a lot when they are shopping in a supermarket
192	B	The boy put a hat on  his foot. [SEP] Hats are worn on the head and on the feet .	Both hats and shoes go on your body.	Hats go on your head while shoes go on your feet.	You buy hats and shoes at the clothing store.
194	A	Prosperity makes people grow. [SEP] Prosperity makes people grow .	Good times make it hard to learn new things.	One's life will not be always prosperity	People in prosperity also need to think about how can they grow
195	C	he lifts me to his liver [SEP] liver is a place where we live	liver is an important part in human's body	human cannot breath under water	liver is inside human's body
196	C	I usually have lunch with a comb. [SEP] You can t eat with a comb .	Most chopsticks and combs are made of wood.	Chinese people have a tradition of using chopsticks to have lunch.	"A comb is used for combing hair, and chopsticks are for eating."
197	C	no sooner had he got to the library than he set out to do the experiment [SEP] Experiments are done in laboratories not libraries .	people do experiments and come up with some theories	there is a show held in library	people do not do experiments in the library
