21	A	Not everyone who's from Canada breathes. [SEP] 	Everyone in every country breathes every day. [SEP] Everyone breathes at_time day [SEP] Everyone is in country	Some Canadians breathe through their noses. [SEP] Canadians breathe through their noses	Just because someone is breathing doesn't mean they're Canadian. [SEP] they 're Canadian
22	C	Having been staring at the display for a whole day, my legs feel sick [SEP] my legs staring at display [SEP] my legs feel sick	Eyes are the most fragile part of human body [SEP] Eyes are most fragile part of human body	People have eyes on their face [SEP] People have eyes on their face	People use their eyes to see the display [SEP] People use their eyes [SEP] People see display
25	B	He ate a desk. [SEP] He ate desk	You can write at a desk. [SEP] You can write at desk	Desks are not edible. [SEP] Desks are not edible	Desks can be made of wood. [SEP] Desks can can made
26	A	There are many clouds in the sea. [SEP] many clouds is in sea	Clouds only appear in the sky. [SEP] Clouds appear in sky	many clouds are gathering on the sea [SEP] many clouds are gathering on sea	people can see the reflection of the clouds in the sea [SEP] people can see reflection of clouds [SEP] clouds is in sea
27	B	wolves are docile naturally [SEP] wolves are docile	wolves live away fom cities [SEP] wolves live away cities	no wolf is docile naturally [SEP] 	wolf is dog's relative to an extent [SEP] dog relative to extent
28	A	He puts his clothes into the barn. [SEP] He puts his clothes	Clothing is will get dirty in a barn. [SEP] 	Clothing hangs up and horses eat hay. [SEP] horses eat hay	Clothing can smell good and a horse can stink, [SEP] 
29	B	Sleeping is good exercise [SEP] Sleeping is good exercise	Sleeping and exercising can't be done at the same time [SEP] Sleeping ca not ca not done at time	Sleeping is not a way of exercising [SEP] Sleeping is not way exercising	People sleep well and help to exercise [SEP] People help exercise
30	C	He put the staples into the lighter [SEP] He put staples	people who smoke carry a lighter with them [SEP] people carry lighter	staples can help staple papers together [SEP] staples can help staple papers	there is no room for staples in the lighter [SEP] 
31	C	She placed the blanket over the state. [SEP] She placed blanket	States place blankets over themselves. [SEP] States place blankets over themselves	States refuse to be covered in blankets by women. [SEP] States be covered in blankets [SEP] States refuse covered	A state cannot be covered by a blanket. [SEP] state can not can not covered
32	A	They recalled the good days in the future together [SEP] They recalled days	The future has not happened and cannot be recalled [SEP] future be recalled	Sometimes there is a deviation in recalling the past [SEP] 	people should fight for the good days in the future [SEP] people should fight for days [SEP] good days is in future
33	C	If you want to stay home you should get tickets [SEP] you should get tickets [SEP] you stay home [SEP] you want stay	a performance is not at home [SEP] performance is not at home	a home is not a ticket [SEP] home is not ticket	tickets are made for outside activities [SEP] tickets are made for activities
34	A	A dog is an adult cat [SEP] dog is cat [SEP] dog is adult	A dog is a different type of animal [SEP] dog is type	Dogs and cats dislike each other [SEP] 	Dogs and cats eat different food [SEP] Dogs eat food [SEP] cats eat food
35	A	he ordered a doctor [SEP] he ordered doctor	you cant order a doctor, you must visit a clinic or a hospital [SEP] you must visit clinic	doctors work with appointments, some offer walk-ins [SEP] doctors work offer walk-ins [SEP] doctors work with appointments	a doctor doesn't only see 1 patient a day [SEP] doctor does not only see 1 patient day
36	C	The moon is always round. [SEP] moon is round	The moon illuminated the darkness. [SEP] moon illuminated darkness	people like to enjoy the moon when it is round [SEP] it is round	The moon waxes till it becomes full, and then wanes. [SEP] moon waxes it becomes [SEP] it becomes full
37	C	He put a horse in the fridge. [SEP] He put horse in fridge	Horses can be ridden. [SEP] Horses can can ridden	Horses are mammals. [SEP] Horses are mammals	A horse is too large to fit in a fridge. [SEP] horse fit in fridge [SEP] horse is large
38	C	It's fun to carve pumkins with your kids at Christmas [SEP] 	Some people will eat pumpkins at Christmas [SEP] people will eat pumpkins	Pumpkins are not popular at Christmas [SEP] Pumpkins are not popular at Christmas	Christmas has no custom of carving pumpkins [SEP] 
39	A	We talked after drinking some biscuits [SEP] We drinking biscuits	Biscuits are large solids so they cannot be drank [SEP] they can not can not drank [SEP] Biscuits are solids	The biscuits had fruit in them [SEP] biscuits had fruit in them	We prefer to drink tea [SEP] We drink tea
40	C	People can take the subway in the air. [SEP] People can take subway	The subway is very convenient. [SEP] subway is very convenient	People use different means to go to work. [SEP] People use different means [SEP] People go to work	Subways are built underground. [SEP] Subways are built underground
41	B	This device is designed for the conversion of usable products into waste [SEP] device is designed for conversion into waste	some useless products and devices converse into waste [SEP] useless products converse into waste	Converting usable products into waste is a waste of resources [SEP] 	people can make a profit from the conversion of waste into usable products [SEP] people can make profit from conversion into usable products
42	B	The man put the car in the oven. [SEP] man put car in oven	A car has windshield wipers but an oven does not. [SEP] car has oven	A car cannot fit in an oven. [SEP] car can not fit in oven	A car can have a tint on the windows but an oven does not. [SEP] car can have oven
43	B	People use pans for writing. [SEP] People use pans	Pans have different shapes from pens. [SEP] Pans have shapes	Pans are used for cooking. [SEP] Pans are used for cooking	Pans are too hard to write. [SEP] Pans are hard
45	C	He was arrested by the police because he listen to music [SEP] He was arrested he listen	Police may arrest innocent people sometimes [SEP] Police may arrest sometimes innocent people	Police use violence to make sure people follow their command [SEP] people follow their command [SEP] Police use violence make [SEP] Police make sure	Listening to music don't break any law [SEP] Listening do not break law [SEP] law Listening to music
46	C	Tomorrow the sun will cool his skin. [SEP] sun cool his skin	The sun is yellow while his skin is brown. [SEP] sun is yellow brown [SEP] his skin is brown	The sun cannot touch his skin physically. [SEP] sun can not touch his skin	The sun is too hot to cool his skin. [SEP] sun cool his skin [SEP] sun is too hot
47	C	He likes jogging at sea. [SEP] He likes jogging	Both jogging and swimming at sea are sports. [SEP] swimming are sports	He likes jogging in that garden near to the sea [SEP] He likes jogging	People can't run on the ocean [SEP] People ca not run on ocean
48	A	12345 are the first letters of a standard English keyboard [SEP] 12345 are letters of standard keyboard	12345 are numbers [SEP] 12345 are numbers	12345 is the opening to a popular nursery rhyme [SEP] 12345 is opening to nursery rhyme	12345 plus 8 is 12353 [SEP] 
51	A	The mama cat was so proud of her puppies. [SEP] mama cat was so proud	Puppies have mamas who are dogs. [SEP] Puppies have mamas	Puppies have mamas who are furry. [SEP] Puppies have mamas	Puppies have mamas and also dads. [SEP] Puppies have mamas
52	C	He ate a rock for lunch. [SEP] He ate rock	Rocks are harder than sandwiches [SEP] Rocks are harder	Sandwiches taste better than rocks [SEP] 	Rocks are not edible [SEP] Rocks are not edible
53	C	People feed the baby chilies. [SEP] People feed baby chilies	Baby cries when they eat chilies. [SEP] they eat chilies	Baby does't like chilies. [SEP] Baby does t like chilies	Baby's throat can be hurt by chilies. [SEP] Baby 's throat can can hurt by chilies [SEP] Baby has throat
54	B	My son was crying so I slapped him. [SEP] I slapped him	Slapping your son is physical contact. [SEP] 	Hugging someone provides comfort, while slapping them brings pain. [SEP] someone provides comfort	You use your hand to slap. [SEP] You use your hand
55	C	He ironed his food to warm it up. [SEP] He ironed his food [SEP] He warm up it	The microwave can cook food very quickly [SEP] microwave can cook food	Ironing professional clothing is very important. [SEP] 	An iron is used for getting wrinkles out of clothes and a microwave is used for heating up food. [SEP] microwave heating up food [SEP] iron is used [SEP] iron getting wrinkles [SEP] microwave is used
56	A	cancer causes smoking [SEP] cancer causes smoking	cancer causes death not smoking [SEP] cancer causes death not smoking	smoking and cancer are related to each other [SEP] smoking are related [SEP] cancer are related	smoking can affect health [SEP] smoking can affect health
57	C	The train flies very fast. [SEP] 	There are many airplanes in the sky flying very fast. [SEP] many airplanes is in sky	Trains usually have long carriages. [SEP] Trains usually have carriages	Trains can't fly, but the airplane can. [SEP] 
58	B	There are many Sparrows in the lake. [SEP] many Sparrows is in lake	Sparrows like to eat insects [SEP] 	Sparrows can't swim [SEP] 	Sparrows can fly in the sky [SEP] Sparrows can fly in sky
59	A	She opened her Christmas pillow. [SEP] She opened her Christmas pillow	Pillows are not opened. [SEP] Pillows are not opened	Pillows do not like to be opened. [SEP] Pillows be opened	Pillows are much to big to be opened. [SEP] Pillows are much opened
61	B	Carrots are a great source of weaponry [SEP] Carrots are source [SEP] Carrots are great	Carrots are a root vegetable and weaponry is shiny [SEP] root vegetable is shiny [SEP] Carrots are root vegetable [SEP] weaponry is shiny	A carrot can be sliced up quite easily [SEP] 	Carrots can be babies or matchsticks and weaponry is heavy [SEP] can babies is heavy [SEP] Carrots can can babies [SEP] matchsticks is heavy [SEP] weaponry is heavy
62	B	He put his feet on the table and his mother praised him [SEP] He put his feet	He was praised for helping to remove the table on someone's foot [SEP] someone on foot [SEP] He was praised	Putting feet on the table is uncivilized and should not be praised for [SEP] 	The table is three feet high and the food cook by his mother was put on it [SEP] table is high three feet [SEP] food cook was put
63	C	We can listen to music with mouse. [SEP] We can listen to music with mouse	The mouse has two keys. [SEP] mouse has two keys	There's a line in the mouse. [SEP] line 's in mouse	Mouse can't be used to listen to music without a receiver. [SEP] Mouse ca not ca not used [SEP] Mouse listen without receiver [SEP] Mouse listen to music
64	B	Usually people sleep in kitchen [SEP] people sleep in kitchen	people have access to food from kitchen [SEP] people have access to food	usually kitchen is used to cooking food [SEP] kitchen usually is used to food	all houses are built with kitchen [SEP] houses are built
65	C	He flew out different things in his notebook. [SEP] He flew out different things	He ate words in his notebook. [SEP] He ate words	His notebook grew some information. [SEP] His notebook grew information	You cannot fly out things in a notebook. [SEP] You can not fly out things in ebook
66	A	a dirty dish is for washing and throwing away to clear the house [SEP] dish is washing	people do not wash garbage before throwing them away [SEP] people do not wash garbage [SEP] people throwing away them	a dirty dish is garbage so it needs washing before thrown away [SEP] dirty dish is garbage it needs [SEP] it washing thrown away [SEP] it needs washing	people always wash dishes as they clean a house [SEP] people always wash dishes [SEP] they clean house
67	A	my elephant is driving a car [SEP] my elephant is driving car	an elephant is much bigger than a car [SEP] elephant is bigger	elephant are usually gray while cars are usually white [SEP] elephant are usually gray [SEP] cars are white	an elephant cannnot eat a car [SEP] elephant cannnot eat car
68	A	She roasted a dinosaur for dinner. [SEP] She roasted dinosaur for dinner	Dinosaurs no longer exist. [SEP] 	Dinosaurs are scary. [SEP] Dinosaurs are scary	Dinosaurs have tough skin. [SEP] Dinosaurs have tough skin
69	B	English characters have partial radicals [SEP] characters have radicals	English is widely used in the world. [SEP] English is widely used	English consists of 26 letters. [SEP] English consists of 26 letters	English is a language [SEP] English is language
70	C	Evolution is a stable in the gene pool of a population over time [SEP] Evolution is stable	Most animals have experienced evolution [SEP] animals have experienced evolution	Evolution is the process of nature making choices [SEP] Evolution is process of nature [SEP] process making choices	Evolution is a change in the right direction [SEP] change is in right direction [SEP] Evolution is change
72	B	Hospitals are dangerous [SEP] Hospitals are dangerous	Hospitals are too expensive [SEP] Hospitals are expensive	Hospitals are safe because of the doctors, and expertise they specialize in. Therefore, they are not dangerous [SEP] Hospitals expertise they specialize [SEP] Hospitals are safe	Hospitals don't provide security, and safety for individual patients [SEP] Hospitals safety for individual patients
73	B	People go to the park to buy vegetables. [SEP] People go to park [SEP] People buy vegetables	People can do exercises in the park. [SEP] People can do exercises	The park is not a place to sell vegetables. [SEP] 	To buy vegetables, you need to pay. [SEP] you buy vegetables [SEP] you need pay
74	B	The apple floated from the tree. [SEP] apple floated from tree	The apple is purple and the tree is orange. [SEP] apple is purple [SEP] tree is orange	Gravity will make the apple fall from the tree. [SEP] Gravity will make apple fall	The apple cannot make the tree fall. [SEP] apple can not make tree fall
75	C	All Koreans like pickles. [SEP] 	Generally, Korean people are polite and friendly. [SEP] people are Generally polite	Korea people make pickles at home. [SEP] Korea people make pickles at home	There may be some Koreans who don't like pickles. [SEP] 
76	B	After I washed my hands I wet my dry hands with a clean towel. [SEP] I washed my hands	Clean towels and dirty towels will both still dry wet hands. [SEP] 	After washing your hands they are wet not dry and towels are used to typically remove moisture. [SEP] they washing your hands	Dry hands never need to have moisture removed by a towel. [SEP] Dry hands have moisture removed by towel
77	C	the monkey teach math [SEP] monkey teach math	monkeys are look like human [SEP] monkeys are look like human	monkeys are one the best animal [SEP] monkeys are one animal	monkey is not have a knowledge in math [SEP] monkey is not have knowledge in math
78	C	You should put your dirty clothes in the fireplace. [SEP] You should put your dirty clothes	The fireplace will turn the clothes red. [SEP] fireplace will turn clothes red	Clothes don't fit in a fireplace. [SEP] Clothes do not fit in fireplace	Dirty clothes usually need to be cleaned, not burned. [SEP] Dirty clothes usually need cleaned [SEP] clothes be cleaned
79	C	he was late for work and his boss got happy [SEP] he was late for work got	the boss himself was late, too [SEP] boss was late too	the boss had asked his worker to be late the next day [SEP] boss had asked his worker	a boss hopes that his employees can toe the company line [SEP] his employees toe company line
81	C	There's never a spark when you take your sweater off in winter [SEP] you take off your sweater	Sometimes we can see the sparks in the dark [SEP] we Sometimes can see sparks in dark	Sweaters can keep you warm in winter [SEP] Sweaters can keep you warm [SEP] Sweaters can keep in winter	In dry winter, friction between synthetic fabrics can spark static electricity [SEP] friction can spark electricity
82	C	Pesticides kill plants [SEP] Pesticides kill plants	Pests can kill plants. [SEP] Pests can kill plants	Pesticides kill pests living on plants [SEP] pests living on plants	Pesticides are chemicals specially designed to kill pests. [SEP] Pesticides are chemicals
83	A	Adding some lemon juice to oyster makes the taste sweet and refreshing [SEP] 	Lemon juice is sour, not sweet [SEP] Lemon juice is sour	Lemon juice can be used to cure diseases [SEP] Lemon juice can can used [SEP] Lemon juice cure diseases	Lemon juice is yellow from its appearance [SEP] Lemon juice is yellow from its appearance
84	B	Stone is a human organ [SEP] Stone is organ [SEP] Stone is human	Stone has many brands. [SEP] Stone has many brands	human body does not contain organs. [SEP] human body does not contain organs	Stone contains natural elements. [SEP] Stone contains natural elements
85	A	We played our last football tournament at Telsi Indoor Restaurant. [SEP] We played our football tournament	An Indoor Restaurants does not have a football field to host a tournament. [SEP] 	The seating capacity of a standard stadium is far much greater that the seating capacity of any standard restaurant. [SEP] capacity is far much greater	A restaurant is meant to feed the people while a stadium is meant to entertain the people. [SEP] restaurant feed people [SEP] stadium entertain people [SEP] stadium is meant [SEP] restaurant is meant
86	C	The doctor checked the temperature with stethoscope [SEP] doctor checked temperature with stethoscope	Stethoscope is too costlier than thermometer [SEP] Stethoscope is costlier	Stethoscope is hard to use [SEP] Stethoscope is hard	Stethoscope is used to listen to heartbeat [SEP] Stethoscope is used listen to heartbeat
87	A	A landscape is a painting or a photograph which focuses on the face of a person [SEP] landscape is painting	landscapes portray land rather than individual people [SEP] landscapes portray land	Any landscape can be captured in a painting or a photograph [SEP] landscape can can captured	painting the face of a person requires some skill [SEP] painting face of person [SEP] skill painting face
88	A	The real Chinese food is dumpings. [SEP] real food is dumpings	dumpings don't belong to Chinese food. [SEP] dumpings do not belong to food	we shouldn't dump Chinese food. [SEP] we should not dump food	Chinese dumplings are not dumpings. [SEP] dumplings are not dumpings
89	B	Little Tommy was scared to laughter by the horrible movie [SEP] Tommy was scared by horrible movie [SEP] Tommy was scared to laughter	Many people are too scared to watch horrible movies [SEP] Many people are too scared [SEP] Many people watch horrible movies	When people are scared, they will cry but not laugh [SEP] people are scared	When watching movies in the cinema, people should not laugh loudly [SEP] movies is in cinema [SEP] people watching movies
90	A	she drives her boat in the highway [SEP] she drives her boat	boats only work in water , i.e. in a river [SEP] boats work in water	you can drive a boat in a river [SEP] you can drive boat in river	there are different types of boats [SEP] 
91	A	Lumberjack cuts trees with tofu [SEP] Lumberjack cuts trees	Tree is harder than tofu [SEP] Tree is harder than tofu	Tree is larger than tofu [SEP] Tree is larger	Tofu can be eaten but the tree can not be [SEP] 
92	A	The racer drives extremely fast in the room [SEP] racer drives extremely fast [SEP] racer drives in room	The room is not suitable for driving [SEP] room is not suitable driving	The room usually have light in it [SEP] room have light in it	The room have multiple functionalities [SEP] room have multiple functionalities
93	B	apples can be black [SEP] apples can can black	apples are healthy [SEP] apples are healthy	an apple never turns black [SEP] 	apples are delicious [SEP] apples are delicious
94	B	The tailor makes clothes with a TV set. [SEP] tailor makes clothes with TV set	Tailors maybe don't like watching TV. [SEP] Tailors watching TV	A TV set can't be used to make clothes. [SEP] TV set ca not ca not used [SEP] TV set make clothes	A TV set is more expensive than clothes. [SEP] TV set is expensive than clothes
95	B	The sailboat flew high into the sky. [SEP] sailboat flew high into sky	The sailboat wasn't cleared for takeoff. [SEP] sailboat was not cleared	Sailboats are found in the water, not the sky. [SEP] Sailboats are found	The sailboat had damaged sails. [SEP] sailboat had damaged sails
97	A	Water is a drink with brown colour [SEP] drink is with brown colour [SEP] Water is drink	Water has got no color, it is transparent [SEP] it is transparent	Water can be drunk without being brown [SEP] Water can can drunk	Water is a type of drink which is not brown [SEP] 
98	B	Bob cut the steel plate with a knife. [SEP] Bob cut steel plate with knife	Steel sheets can be constructed [SEP] Steel sheets can can constructed	Steel plate is harder than knife [SEP] Steel plate is harder	Steel plate can melt [SEP] 
99	A	She smelled the moon. [SEP] She smelled moon	The moon is too far away across space to smell. [SEP] moon is too far away	Smells can be good and the moon is solid. [SEP] Smells can can good [SEP] moon is solid	We smell with our nose and the moon is big. [SEP] We smell with our nose [SEP] We smell is big
100	B	The teacher taught the rabbit to talk [SEP] teacher taught rabbit	Rabbit can run fast [SEP] 	Rabbit can't talk [SEP] 	Rabbit has many colors [SEP] Rabbit has many colors
101	B	Mount Everest is lower than Mount Fuji [SEP] Mount Everest is lower than Mount Fuji	Mount Everest and Mount Fuji are not in the same place [SEP] Mount Everest are not in same place	Mount Everest is the highest mountain in the world [SEP] Mount Everest is mountain	Mount Everest is not as high as Mount Fuji [SEP] Mount Everest is not as high
102	A	The earth is mostly covered in land. [SEP] earth is mostly covered in land	There is more water on earth than land. [SEP] 	Land can not spread out as much space as water can. [SEP] Land can not spread out as much space	Although there is land at the bottom of the ocean's water areas where water is the higher than land it is still not considered land. [SEP] land is at bottom of ocean 's water areas
103	A	Edun didn't want to go on a bike. [SEP] Edun go on bike	people ride a bike. [SEP] people ride bike	Edun didn't have a bike. [SEP] Edun did not have bike	Edun can't ride a bike. [SEP] Edun ca not ride bike
104	B	I eat video games everyday. [SEP] I eat games everyday	Video games aren't food shaped. [SEP] Video games are not shaped	I can't eat a disc. [SEP] I ca not eat disc	My teeth aren't strong enough to eat a game. [SEP] My teeth are not strong enough [SEP] My teeth eat game
105	A	put your liver in your schoolbag [SEP] 	people cannot remove their liver from their body to schoolbag [SEP] people can not remove their liver	liver is smaller than schoolbag [SEP] liver is smaller than schoolbag	liver is more expensive than schoolbag [SEP] liver is expensive
106	C	Staying up all night is good for your health [SEP] 	Some people stay up all night and do something not quite good [SEP] people stay up at_time night [SEP] people do something	Sleeping face down is not a healthy position [SEP] 	The human body needs sleep to relieve fatigue [SEP] human body needs sleep [SEP] body relieve fatigue
107	A	A singer tends to get popular because his songs are bad [SEP] his songs are bad [SEP] singer get popular [SEP] singer tends bad [SEP] singer tends get	Bad music is hard to please listerners [SEP] Bad music is hard [SEP] music please listerners	Listeners may be bad in music themselves [SEP] Listeners may may bad	A singer does not want listeners for his bad songs [SEP] singer does not want for his bad songs
108	C	cookies love people [SEP] cookies love people	cookies are usually choccolate, people no [SEP] cookies are choccolate	cookies cannot eat a man [SEP] cookies can not eat man	cookies aren't alive [SEP] cookies are not alive
109	C	he took bath with a toothpaste [SEP] he took bath	toothpaste is mostly white while body is not pure white [SEP] toothpaste is not mostly white pure white	toothpaste is too small to cover the body [SEP] toothpaste is too small [SEP] toothpaste cover body	toothpaste is for teeth and no one takes bath with it [SEP] 
110	B	Lisa taught John how to breath [SEP] Lisa taught John to how breath	John will not learn how to breath [SEP] 	Everyone knows how to breath [SEP] 	Lisa have no patience to teach anyone [SEP] 
111	B	If some food tastes too spicy for Daisy, she drinks hot water [SEP] she drinks water food tastes [SEP] food tastes spicy	Daisy does not like drinking hot water in summer [SEP] Daisy does not like drinking water	Hot water only makes people feel more spicy [SEP] people feel spicy	Spicy food does not taste good with hot water [SEP] Spicy food does not taste good with water
112	A	He put the car in the kitcken sink. [SEP] He put car	A car can not fit in a kitcken sink. [SEP] car can not fit in kitcken sink	Sinks and cars are made out of metal. [SEP] Sinks are made	Dishes can fit into a car. [SEP] Dishes can fit into car
113	A	today's hard work can change the history [SEP] today 's hard work can change history	what has happened can hardly be changed [SEP] what has happened can can hardly changed	history can be only seen by hard work [SEP] history can can only seen	history will record one's hard work [SEP] history will record one 's work [SEP] one has hard work
114	A	There are human beings living on the sun [SEP] beings living on sun	The sun is too hot for human habitation [SEP] sun is too hot for habitation	The sun is in the universe [SEP] sun is in universe	The sun has been around for a long time [SEP] sun has around has around time [SEP] sun been long
115	C	being nervous is the opposite of being dead [SEP] nervous is opposite dead	many people are very afraid of death [SEP] people are very afraid of death	very few people died of nervousness [SEP] people died of nervousness	there is no opposition between nervousness and death [SEP] 
116	B	Winter follows summer. [SEP] Winter follows at_time summer	Summer follows winter. [SEP] Summer follows winter	Winter follows autumn. [SEP] Winter follows autumn	Autumn follows winter. [SEP] Autumn follows winter
118	B	She took her toaster on a walk. [SEP] She took her toaster	A toaster is meant to heat up bread and other foods. [SEP] toaster heat up other foods [SEP] toaster is meant	A toaster cannot walk, but a pet, specifically a dog, can. [SEP] 	A dog is a pet that takes much care to maintain. [SEP] dog is pet
119	C	Jeff gave his girlfriend a lose. [SEP] 	his girlfriend doesn't like roses. [SEP] his girlfriend does not like roses	Jeff can't lose his girlfriend. [SEP] Jeff ca not lose his girlfriend	lose isn't a good present for people. [SEP] lose is not present
120	B	Girls tie their hair with wires. [SEP] Girls tie their hair	Wires are electrified, and hair is an insulator. [SEP] Wires are electrified [SEP] hair is insulator	Wires have no elasticity and friction and cannot be used to tie hair. [SEP] Wires be used	Girls dare not touch the wires. [SEP] 
121	A	The dog is eating the grass. [SEP] dog is eating grass	Dogs don't eat grass. [SEP] Dogs do not eat grass	The dog can run on grass. [SEP] dog can run on grass	The grass is green but the dog is not. [SEP] 
122	C	The girl hit home and it ran [SEP] girl hit home	You can not hit a home since home is where your hear is [SEP] You can not hit home since home	Its not good to hit things even a house [SEP] 	A house can not run [SEP] 
124	A	Tom ate sand for the breakfast. [SEP] Tom ate sand for breakfast	no one can eat sand. [SEP] 	sand cannot be held in one hand. [SEP] sand can not can not held in one hand	sand can dissolve into water. [SEP] sand can dissolve into water
125	B	Mobile phones don't bring convenience to life [SEP] Mobile phones do not bring convenience	Some people don't use a mobile phone in their life. [SEP] people do not use phone in their life	Mobile phones can be used in many ways and help a lot in your daily life. [SEP] Mobile phones can can used in ways [SEP] help lot in your daily life	It's convenient to bring your phone in your pocket. [SEP] It bring your phone [SEP] It has convenient
126	B	papers are made of iron [SEP] papers are made of iron	iron is hard and heavy [SEP] iron is hard	no paper is made of iron [SEP] 	we usually write on paper [SEP] we usually write on paper
127	C	The doctor gave vaccine through stethoscope [SEP] doctor gave vaccine	Stethoscope is too costly [SEP] Stethoscope is costly	Stethoscope is sold by different brand [SEP] Stethoscope is sold by different brand	Stethoscope is an instrument to measure heartbeat [SEP] 
128	C	The flower is a planet [SEP] flower is planet	Flowers are not elliptical [SEP] Flowers are not elliptical	Flowers are not in the sky [SEP] Flowers are not in sky	Flowers are not celestial moving bodies [SEP] 
